通用名称
先奎莎
倍他乐克
多吉美
达芬科闯
佳苏仑
诺和锐
科赛斯
京坦松
佳和洛
普恩复
达发新
怡诺思
普爱宁
阿贝他
克龄蒙
克林澳
赛乐欣
嘉瑟宜
贝他根
长春西汀
丽科乐
丽珠环明
畅尔达
博美欣
大扶康
坦刻抒
择思达
曼普特
奥贝安可
阿拓莫兰
使尔通
力如太
世扶尼
重塑杰
曼赛得
感佑林
澳枢捷
凯韦可
思他宁
里亚金
奥贝利
倍乐信
西比灵
健朗晨
盐酸倍他洛尔
西力欣
诺雷得
善唯达
渡洛捷
百普力
思尔明
磷酸奥司他韦
安拿芬尼
托西尔康
百士欣
诺欣生
瑞复美
三维康
新红康
拜科奇
弗米特
得斯芬
杰力平
普南扑灵
美爱克
凯因益生
德路生
威地美
威乐瑞
兆敏欣
辅舒良
天地达
千诺林
瑞科沙
海正麦克丁
美吡达
悦康仙
博仕多安
百沫舒
生奥定
理舒达
派瑞松
博迪同
达士明
格瑞佳
麦咪诺
阿迈新
莱美净
西乐葆
加斯清
玛特纳
奥复星
果纳芬
培磊能
保圣康
依西美坦
葛根提取物
常润茶
倍美安
碧丽舒
毕挺前列保
白凤饮
八珍补汁
贻晗柠
顺峰康泰
喘康速
加巴喷丁
丁二酸洛沙平
迪斑王复合橄榄美酚(安美来)
东革阿里
迪尔诺
甘毒康
荷叶决明茶
鳕婴葆
伊莎小一号茶
智贝儿蜂蜜
泽平痘印消
扎莱普隆
鹤寿牌杜仲茶
倍德汀
捷赐瑞
决明子
菊花晶
菊皇茶
金海清咽袋泡茶
济众酊
济生万应锭
坤净栓
吡咯他尼
凯宝压乞
金圣源茶
灵宝霜
阿西莫司
吲哚洛尔
老苗医牌苗壮茶
羚锐牌杜仲茶
莲子芯
鹿角霜
龙血竭
诺尔彤
瑞格列奈
思可得
舒安卫生栓
三德通
神农蜜
上宫庄韩方肌肤还幼组合
上宫庄韩方夏日美白防晒组合
焕颜修复套装
韩方薰衣草洁颜乳
上宫庄韩方水润修复套装
顽痘净
韩方盈润修复营养泥膜
韩方水漾润透补水泥膜
韩方凝皙美白去黄泥膜
韩方净透深层洁颜泥膜
韩方柔润舒敏缓释泥膜
上宫庄焕颜修复套装
上宫庄焕颜祛痘套装
蛇黄栓
三七透骨黄酊
三乌胶
三唑仑
恩诺平
恩曲他滨
妇宁栓
复方芙蓉叶酊
复方龙胆酊
妇康栓
别名：崖姜、岩连姜、爬岩姜、肉碎补、石碎补、飞天鼠、牛飞龙、飞来风
久真康茶
骨泰酊
葛洪脚气水
汤臣倍健R
太乙参茶
田七花旗参茶
五夫通芯白莲
王老吉润喉糖
胃可宁
文冠果子仁霜
杏璞霜
硫普罗宁
洛伐他汀
曲恩汀
尔可芬
新立太
欣唐屏
芙芃星
喜思诺
新茜平
西抒迈
欣源达
星索宁
欣普芬
新洁明
希特瑞
欣加吉
雪若芬
雨田青
依斯坦
岩列舒
亚邦恒贝
裕优定
美罗平
伊索曼
亚斯克平
根克通
因瑞清
依美欣
玉安立清
逸舒升
亚力希
因培康
亚思达
亿来芬
玉安立克
菲路得
孚美舒
依比福
壹丽安
沂可隆
优泌乐
易克亚欣
乙可夫
优泌林
悦康唐泰平
意施丁
易优利宁
业立宁
一孚晴
芙特抒
依尤宁
逸舒长
优维显
亿迈林
英利昔
御感宁
因力达
易优瑞欣
逸维仙
意泰丽
逸舒松
依安欣
海王银得菲
悦康优
先罗可
新隆宁
欣荻芬
希思宁
西尼迪
协一力
可泰舒
欣奇思
新罗舒
奥名润
奥诺先
阿诺新
奥正南
艾克博康
奥一心
奥万路
奥地迈尔
埃利雅
奥万源
奥帝亚
奥利达
奥辛康
奥利澳
阿乐欣
奥佛林
奥维先
奥丽先
奥德宁
奥尔曼
安的克威
阿莫仙
安塞他美
奥维美
奥广先
奥乐欣
澳立平
阿迪仙
奥尼亚
阿多停
奥克斯都保
澳特斯
安浮特克
奥瑞艾
阿尔治
奥迈必利
奥立喜
澳普利
奥德金
爱诺天健
安脱达
奥立宁
奥先达
奥罗那
安尔来福
奥米新
安痛定
奥诺红
奥诺娅
奥力得
安洁德欣
澳谱欣
阿米迪
奥施康定
奥洛华
阿思欣泰
艾夫吉夫
艾狄莫尼
奥瑞达
阿甘定
奥麦特林
奥卫特
阿莫灵
奥加西
阿泰宁
奥斯灵
奥丁尼
小安瑞克
安吉尔舒
奥西康
奥天禹
奥力保克
奥迪扶康
奥莱健
阿可达
奥斯坦
安琪米瑞
奥博格
澳莱克
奥万基
奥贝奇
安吉儿乐
阿诺雷特
澳舒旨
奥理亭
安其格纳芬
奥菲尼
奥格申
阿斯美
奥瑞欣
奥克鲁
奥立泰
奥韦康
阿司伯根
奥古丽
奥尔舒
阿波莫斯
奥天源
艾思替尔
奥格尔
奥贝汀
奥慧丰
倍美力
波依定
布瑞宁
彼迪甘
博占同
布瑞金
邦宁沙吉
百尔洛
邦来立欣
钰均泰
必亚欣
布瑞平
倍克尔
保达新
比佳斯
彼迪力得
博洛克
百介民
倍清星
博思清
博乐欣
彼孚特
百为哈
博那痛
芬必得
必艾得
百为乐
彼赛宁
邦特林
迪坦妥
德可思
迪帕米
德宝生
大贝辛
东元安奇
达力能
达力呱坦
东宝甘泰
达诺欣
多蒙特
德孚伶
多喜林
达必佳
迪波盖斯通
多帕菲
达美奥欣
德益祥
德力舒
蒂益宁
迪尔欣
点可舒
迪双安
迪维欣
达凯夫
多米特定
地纳克
德洛佳
迪尔甘
迪克新
孚答静
依能森
佳洛坦
英多舒
英多安
悦康索达欣
悦康力隆
悦康定
君可孚
西可新
莱多菲
倍诺喜
倍美罗
拜瑞妥
博璞青
必麦森
必可酮
邦罗力
百杰依
布瑞喜
博司捷
泰诺林
百适可
博来宁
百泌达
适可一
百舒平
百锐得
必洛斯
保欣宁
布瑞芬
博卡莱
芙必叮
百信安比先
彼司克
博拉康唯
半月清
碧通爽
倍迪宁
博盈康
博欣舒
博士多宁
贝达若彤
必采尼
博仕多邦
拜尼多
倍拉新
波利特
碧兰麻
比特诺尔
必纳维
保达琳
博坤力
佰思平
倍司特克
百扶力
邦川乃新
博朗瑞宁
布瑞得
宝依恬
长源雪安
辰龙罗欣
参可欣
长秀霖
长生扶明
辰吉格
东信妍婷
铁威龙
曼普斯同
长托宁
长贵青
长龙清
长天欣平
臣邦力威
多瑞吉
多美康
达纳康
咪多吡
达体朗
迪立托
迪立见
迪安松
尔合依
达力嗪
地恒赛
达维欣
达己苏
典比乐
得普利麻
多力玛
达力士
得力尔欣
定君生
迪欧平
川山宁
狄波-普维拉
帝益洛
达利全
迪赛平
蒂益欣
迪之雅
达芬舒吉
达芬齐芯
德宝益
迪迈欣
达尔得
迪可安
迪尔康欣
佐派欣
锋克松
赛增
佐米格
中宝韦平
贵鼎康
芙格清
赫赛汀
合普卡
汇瑞克
汉光妥
环尔博
恒迪克
瑞普欣
海王抒瑞
惠尔血
荷洛松
华兰破免
贺福立适
派迪生
恒康正清
禾乐新
皇星云舒
善存沛优（维妥立牌）
活肤抗皱营养乳(丽颜坊)
惠仁复林
荷安斯
海斯必达
环琳康
海他欣
海盟静清
华仁诺同
海王抒畅
孩尔来福
华士靖安
海盟维宁
弘康威司
华仁欣舒
赫尔康
虹雨舒
恒力安
虹伊宁
赫迪新
贺新立适
捷佰舒
久保克
杰力纾
君尔清
佳诺奇
杰力泰
格岚亭
加迈欣
金世力德
杰益维
佳诺美
津卫和
即复宁
佳维乐
佳琪亚
基多托
唛金沥
巨力新
加利保
佳诺泰
雅舟康
嘉立博
洁罗维
加乐显
佳林豪
健尼哌
金康普力
及通安
杰思林
洁维乐
佳伊可
健方能
加立信
君必青
加喹沙
佳申罗
今利辰
佳加盖
佳代胞
久保卡迪
苏泌啉恩
金庭禧昆仑雪菊
君列欣
均达奎
济复德
基立福
济民福欣
杰瑞纳
加恒兴
均达源
迷尔脱
集美高
均达坦
津真型
加易尼
及利晴
洁维苏
久安苏欣
克艾宁
开普拓
卡尔仑
凯力康
克倍宁
克必信
克林美
可欣林
凯力达
凯帝欣
凯德林
可多华
克瑞特
可必特
仁和可立克
荃康诺
科芬奇
卡司平
卡博平
凯迈思
科曼欣
凯妮汀
科达琳
克灵麦
克凌诺
卡瑞斯
卡纳琳
克林诺
可杰星
卡米可林
慷定来
凯特瑞
开思亭
诺捷康
可弥特
开希莱
慷彼申
润可隆
肯特令
凯速特
科玛诺
卡尔萨
卡尔特
可莉俞
凯宝川苧
凯甫菲
可立泰
克力芝
凯兰欣
卡斯迈欣
抗力欣
凯西莱
考夫克
可乐尔
卡碧士
特丽仙
可利斯安
芬珂舒
可福乐
奎尔泰
康利沃普
卡洛欣
卡尼亚
卡舒泰
克菲娜
卡玛特
凯慰欣
凯乐迪
凯济欣
卡西诺
凯保敏
克琳达
凯可之
可宝净
肯维思
凯乃银
卡奈信
卡瑞林
抗力健
可麦宁
可瑞特
可枚辛
科达康
克尼邦
卡舒宁
凯威捷
可奥斯
顺峰妇康安
康达利存
拉司太特
毓乐宁
洛莎宁
力斯得
里尔统
洛普欣
立普妥
力平之
莱得怡
力欣奇
力贝尔
力欣美
丽扶欣
罗欣严达
莱美清
力可多
林源方欣
络欣平
维拉克
力得佳
洛列通
丽珠感乐
立天霖
英扶宁
威乐星
立可菲
立可林
丽科得诺
洛赛克
里亚尔
新状泰
立生源
力达美
力美松
鲁明奥欣
力枢康
雷诺考特
力言卓
丽科宁
莱索文
丽珠风
丽优风
里亚美
丽科分
里拉通
莱美兴
莱亿芬
历设得
力蒙欣
力保肪宁
绿支安
莱丁甲
拉克菲
利血宝
立迈青
力达非
力杜卡宁
乐疾宁
拉帕替尼
力尔凡
鲁南贝特
力益临
力月西
力普康
乐腹康
丽珠维三联
立复丁
灵辰功
鲁南力康
珂立苏
丽珠刻乐
丽科欣
逻施立
洛伟克
立健诺
莱特新
丽科平
立蒂诺
罗内达喜
泮立苏
力雷特
洛之达
力格匙
百科洛维
洛格乐
丽诺生
灵津鸿
络达秦
理新彤
林源络克
洛司美
丽史瑞
力复乐
朗济德
立妥威
丽科爽
洛普佳
力贻苹
力乐尔
伲利安
立克康
力凯定
立必复
力舒同
立维尔
力德士
丽思青
洛贝尔
丽可胜
联合唐定
络贯健
葆利安
力比得
力确兴
迈纬希
麦乐新
麦瑞缘
美士灵
麦道必
美乐力
美罗克
迈瑞宁
迈可欣
迈思汀
盟纳康
玛诺苏
麦须佳
美尔同
麦滋林
弥尔神
默迪奇
迈格尔
美迪康
麦克罗辛
曼迪宝
麦林格
萌格旺
美齐特
美诺芬
怡美力
迈特令
麦斯特
摩弥齐
奥尼捷
美尔凯
美达新
噻吗灵
敏柏宁
美罗华
迈普新
默尔康
密固达
麦咪康帕
美地林
迈诺康
迈之灵
麦利平
美替博伟
美格西
麦尼芬
美时玉
芙美松
美澳健
美他特龙
美迪尔舒
莫诺确特
莫诺美地
迈塞克
美利普特
美珞秦
美多瑞
麦道欣宁
麦道可兰
迈可达
迈力普
美西肯
麦道福慷
美普清
美斯可
美狄克
普利洛
迈克伟
斯泰乐
曼舒林
迈洛苏
迈可信
美新达
美佳莱
美佳特
噻吗心安
膜固思达
怡那林
纳斯力妥
诺保思泰
诺灵盾
内德滋
诺维本
诺易平
诺和锐30
诺和龙
诺和生
诺苏林
诺更宁
内舒拿
诺虑婷
内美通
奈西雅
纽莫法
诺思达
尼可林
尼柯康
尼美欣
诺百力
尼德舒
伲福达
诺贝奇
诺达明
诺普伦
诺必泰
诺丽尔
诺金平
纳欣同
尼尔欣
诺适美
诺富生
尼芬萨
诺莱欣
纳信得
瑞芝清
纽克特
尼尔平
诺和力
诺可达
诺加南
诺兰频
纽诺汀
诺德伦
欧特罗康
欧乃派克
欧迪佳
欧立康定
普利宁
派通欣
普奇澳
普扶林
帕特拉
派斯欣
普洛施
普米克
普乐宁
普米克都保
普米克令舒
潘妥洛克
派罗欣
普他宁
帕利百
普乐林
普祥立适
派威欣
普森欧克
普乐尔
派可欣
普泽欣
普托平
普司立
普施捷
派奈欣
苹芳淑
帕夫林
普乐欣
朴佳美
普维拉
潘多喜莱
普辛清
普耐同
普亚特
普甘静
普仁平
培尔吉
普洛必达
普丁阳
小培菲康
帕坦洛
普罗司泰
普罗纳克
帕拉辛
普洛平
普利敏
普菲尼德
培古立
佩比加
普利康
普格纳
奇方能
奇洛先
奇米高
青可奕
曲必星
丽珠强派
奇洛克
青尔齐
奇尔能
菲宁达
奇迈特
清可隆
奇力青
强力阿莫仙
勤克沃
奇曼丁
千乐安
奇力威林
齐铭雷奥
晴世格
奇谷美
达唐萍
奇立妥
特林那
切灵宝
前力欣
奇谷克
奇特生
瑞宁得
瑞斯意
如苏美
锐思力
瑞科林
瑞德明
孚瑞尔
锐艾妥
日理达
瑞复啉
瑞培恩
瑞芝利
瑞可安
瑞立泰
瑞秦源
日达仙
瑞乐平
瑞美隆
瑞齐泰
瑞帝苏
瑞凯平
瑞潘通
瑞立喜
瑞贝克
瑞琦霖
瑞波特
维沙欣
瑞奇妥芬
瑞适康
瑞羚聚
恪然福
瑞达信
瑞思妥
瑞可富
瑞格临
瑞诺舒
琪瑞弘远
润菏尔
柔乐克
思通宁
斯唯博
舒必莱特
斯纳格
爽舒宝
赛复喜
圣迪锋
斯宝力克
斯莫纳
舒氨西林
赛美欣
舍尼通
赛博尔
士瑞泊
上生甘迪
枢维新
赛扑达
抒坦清
哌斯克
珉思通
赛博利
斯巴敏
塞莱得
河南宛西
双福立适
思特珑
赛德萨
圣邦杰
三肖平
思诺思
萨尼卡
赛普利尔
森得宁
思利舒
思贝格
思瑞康
赛福定
释瑞达
思孚欣
圣诺得
顺峰康宁
斯芙林
斯必申
斯力帮
适洛特
抒罗康
孚舒达
圣诺康
圣诺安
赛可斯
斯莱美
枢力达
顺尔宁
顺他欣
施尼维他
速碧林
舒平莱士
速乐涓
实尔新
赛格恩
赛福美
赛尼哌
赛莫司
斯诺平
赛特赞
斯特林
赛格乐
思吉宁
思克特
思连康
斯帕丰
赛法雷
赛洛欣
斯卫尔
珮夫人克露
舒腹捷
赛世克
舒美社复
上生雷泰
士瑞平
双鹤荻达
斯达舒
舒安西林
三九童泰
上宫庄韩方去黑头洁颜乳
上宫庄韩方薰衣草洁颜乳
上宫庄韩方水润修护面霜(深层滋润)
上宫庄韩方毛孔收敛水
上宫庄韩方水润美肌水
上宫庄韩方紧致毛孔套装
上宫庄韩方顽痘净(加强型)
上宫庄韩方祛痘印美肤再生霜
上宫庄韩方水润滋养乳
上宫庄韩方袪痘人参泥膜
上宫庄韩方防再生人参水
上宫庄韩方纤柔极润护手霜
上宫庄韩方焕采逆龄眼霜
上宫庄韩方焕采逆龄眼部精华
上宫庄韩方盈润修复营养泥膜
上宫庄韩方凝皙美白去黄泥膜
上宫庄韩方弹力醒肤紧致泥膜
上宫庄韩方净透深层洁颜泥膜
上宫庄韩方柔润舒敏缓释泥膜
上宫庄韩方顽痘清
上宫庄韩方痘清净颜洁面乳
上宫庄韩方祛螨清痘洁面精华
上宫庄焕颜修复套装(新)
上宫庄焕颜祛痘套装(淘)
赛格力
思弗提
赛咯尔
赛达林
顺峰康奇
赛克星
赛尔甘
渭宝菲
热比安
斯康杜尼
思海能
珊德益
善思达
赛比舒
赛瑞特
使力克
思乐克
圣诺灵
思威坦
舒贝替诺
赛斯平
枢复来
赛瑞辰
善卫得
瀚施新
思可林
圣夫爽
塞欧斯
爽因洁
天泉维欣
特苏敏
泰禄达
弗瑞林
他格适
天方力泰
特福猛
天君迪
特子社复
妥必来
泛捷复
瑞恩克
替尼津
天方正元
泰瑞宁
泰洛其
特罗凯
泮每悦
特比澳
泰洛平
糖适平
彤舒通
天诚诺尔
羚锐康王
天方力星
天新利德
泰乐影
天泉乐欣
特尔立
特尔津
天恩福
泰欣生
特茉芬
泰索帝
特尔康
彤贝得
泰德洛
泰尔登
天晴依泰
天泉康欣
泰为美
泰可欣
希普宁
天禾恒
奥必欣
迪弗纳
德力通
德安能
典迈伦
道敏奇
达灵复
斯达动力
得特康拜
达止苏
迪卡咛
达美康
德益荣
得尔力伟
恩尔欣
尔同舒
儿童科达琳
恩格菲
尔复新
恩久平
芯瑙泰
尔可安
恩理思
恩瑞特
恩诺尼
尔可适
孚尔健
复代文
佰铭康
欣力健
立邦施泰宁
菲斯特
凡尔灵
抚尔达
菲得欣
菲科坦
菲普利
菲比尔
分可靖
氟美童
菲亚宁
菲格曼
复美新
复锐明
福他乐
嘧福禄
菲克麦康
非可安
芬那克
芬太克
弗斯兰
弗赛得
纳尔平
芬世达
泛生舒复
弗莱莫星
复力欣
菲克芯康
福他宁
定克斯
锋派新
菲克甘特
菲特艾斯
凡瑞克
夫司名
弗唐派特
飞尼妥
锋达齐
锋立复
夫安尔
菲那安
凡毕复
菲戈纳
菲力古
冠之柠
敢诺新
格瑞西
甘舒霖R
固苏桉
固力康
贯新克
格尔平
更宝芬
果复每
格来士
格芬达
甘利可夫
雪旨康
格万斯
汤臣倍健
彤辉罗布麻茶
汤臣倍健W-3
汤臣倍健浓缩
天欣泰
特立康
天诺敏
添亦安
天泉川舒
太韦盛
天安欣
天福欣
泰得欣
积大希夫
天瑞特
太之奥
君芙倍
泰诺安
台利显
泰每拉
特洛新
特非净
恬舒新
特苏欣
托扶宁
泰立芬
天君利
泰明可
Vals沃尔斯
维绛知
维力明
威赛来
维尼康
维路得
威利仙
怡万之
伟乐司
乌体林斯
维夫欣
维可莱
怡维康
威可檬
维尔唐
维戈洛
维朴芬
维百斯
维德思
维立添
威视派克
威赛因
维体因
维速达尔
唯固力
维尔博
维健欣
威迪乐
维宁佳
威奇达
威尔曼
威狄敏
唯达宁
威可达
吴三高牌清喜美茶
王老吉润喉糖(铁盒装)
威乐诺
维欧路
威菲宁
维赛瑞安
唯美生
维可衡
威锐克
维定喜
维必莱
为力苏
维骨力
尊维他
喜滴克
欣粒生
欣维治
协美达
西木生
希麦舒
欣维宁
欣美佳
新泰林
西迪林
悉复欢
希优洛
新天欣
欣可诺
新卡罗
信达康
芙琦星
欣复达
西倍他
兴乐宁
西尔克
新爱得
新帕尔克
唛欣沥
欣洛维
仙能舒
喜力特
先乐克
西莱美
欣百达
西可奇
信利妥
小乐敦
星元佳
希尔生
新康司达
欣民立
信敏汀
星瑞克
100益佰
新海能
欣健聚
喜克馈
息洛安
新乐敦
希弗全
西丁林
西盖克
西司奇
喜普妙
信依生
欣顺尔
喜心生
欣百昌
西安利君
仙必他
信希汀
星瑞灵
西斯塔
喜美康
欣舒力达
新芬美琳
先福吡兰
欣益尔
希罗达
希卫宁
信可纳龙
西之达
卡地克
希美欣
新杰林
欣诺康
欣荷平
欣桂舒
欣畅福
肖山平
希普克定
欣易康
欣立威
芙璐星
欣迪特
信尔洛
贵州长生
优乐新
裕君先
延华星
依克沙
洛夫林
亚复欣
宜欣可
悦宁定
因弗尔
依立卢
依康宁
叁秒欣
异舒吉
斯迪诺
亚莫利
依士安
邦可欣
亚维伊
亚宁定
雅施达
弗利能
优博23
易优瑞康
谊迪安
雅尼定
悦南珊
亚利敌
心得安
玉川通
优弗林
延比尔
依力通
天力达
亚新比拓
雅健畅
亦欧青
意安林
依诺达
雅普宜
盈信美舒
仙利特
安迪西司
宜力喜
新百克
尼泰美
援生力维
御脑宁
雅坤宇
一孚芸
新博利舒
意维利匹
因普兰他
依必达
至信风
雷氏珍菊
赞诺欣
中诺奇奥
泽而生
佐乐辛
中宝洛泰
知芙保
中宝伊格
知甘保
泽马可
中宝菲林
再宁平
欣路信
中效优泌杰
信尔怡
泽平重度型套装
斐姿II美食伴侣(安美来)
止血敏
中宝力舒
智迈欣
力达安
百科康迪
悦康每佳
振力幸
佐平斯
今媛安
中宝索迪
